trial	soa	soundFirst	response	sta
132	0.5	1	0	0.6
133	0.3	1	0	0.6
134	0.4	1	0	0.6
135	0.3	1	0	0.6
136	1.2	1	1	0.6
137	0.6	1	0	0.6
138	0.5	1	0	0.6
139	0.8	1	0	0.6
140	1	1	1	0.6
1	0.4	0	0	0.6
2	0.8	0	1	0.6
3	1.2	0	1	0.6
4	0.6	0	0	0.6
5	0.3	0	0	0.6
6	1	0	1	0.6
7	0.5	0	0	0.6
8	0.3	0	0	0.6
9	0.6	0	1	0.6
10	0.4	0	0	0.6
11	1.2	0	1	0.6
12	0.8	0	1	0.6
13	0.5	0	0	0.6
14	1	0	1	0.6
15	1	0	1	0.6
16	0.8	0	0	0.6
17	1.2	0	1	0.6
18	0.5	0	0	0.6
19	0.6	0	0	0.6
20	0.4	0	0	0.6
21	0.3	0	0	0.6
22	1.2	0	1	0.6
23	0.8	0	1	0.6
24	0.6	0	0	0.6
25	0.5	0	0	0.6
26	0.3	0	0	0.6
27	0.4	0	0	0.6
28	1	0	1	0.6
29	0.8	0	1	0.6
30	0.6	0	1	0.6
31	0.3	0	0	0.6
32	0.4	0	0	0.6
33	1.2	0	1	0.6
34	1	0	1	0.6
35	0.5	0	0	0.6
36	1	0	1	0.6
37	0.6	0	1	0.6
38	1.2	0	1	0.6
39	0.5	0	0	0.6
40	0.3	0	0	0.6
41	0.4	0	0	0.6
42	0.8	0	1	0.6
43	0.8	0	1	0.6
44	0.6	0	1	0.6
45	1.2	0	1	0.6
46	0.3	0	0	0.6
47	0.5	0	0	0.6
48	1	0	1	0.6
49	0.4	0	0	0.6
50	0.5	0	0	0.6
51	0.6	0	1	0.6
52	1.2	0	1	0.6
53	0.4	0	0	0.6
54	0.8	0	1	0.6
55	1	0	1	0.6
56	0.3	0	0	0.6
57	0.8	0	1	0.6
58	0.6	0	1	0.6
59	1	0	1	0.6
60	0.5	0	0	0.6
61	0.4	0	0	0.6
62	0.3	0	0	0.6
63	1.2	0	1	0.6
64	0.6	0	1	0.6
65	0.4	0	0	0.6
66	1	0	1	0.6
67	0.8	0	1	0.6
68	1.2	0	1	0.6
69	0.3	0	0	0.6
70	0.5	0	0	0.6
71	0.8	0	1	0.6
72	0.6	0	1	0.6
73	0.3	0	0	0.6
74	0.4	0	0	0.6
75	1.2	0	1	0.6
76	1	0	1	0.6
77	0.5	0	0	0.6
78	1.2	0	1	0.6
79	0.5	0	0	0.6
80	0.4	0	1	0.6
81	1	0	1	0.6
82	0.8	0	1	0.6
83	0.6	0	0	0.6
84	0.3	0	0	0.6
85	0.6	0	0	0.6
86	1.2	0	1	0.6
87	0.3	0	0	0.6
88	0.4	0	0	0.6
89	0.5	0	0	0.6
90	0.8	0	1	0.6
91	1	0	1	0.6
92	0.3	0	0	0.6
93	0.5	0	0	0.6
94	1	0	1	0.6
95	0.8	0	1	0.6
96	0.6	0	0	0.6
97	0.4	0	0	0.6
98	1.2	0	1	0.6
99	1.2	0	1	0.6
100	0.5	0	0	0.6
101	0.6	0	0	0.6
102	1	0	1	0.6
103	0.4	0	0	0.6
104	0.3	0	0	0.6
105	0.8	0	1	0.6
106	1.2	0	1	0.6
107	0.6	0	1	0.6
108	1	0	1	0.6
109	0.8	0	1	0.6
110	0.5	0	1	0.6
111	0.3	0	0	0.6
112	0.4	0	0	0.6
113	0.5	0	0	0.6
114	0.3	0	0	0.6
115	1	0	1	0.6
116	0.8	0	1	0.6
117	1.2	0	1	0.6
118	0.4	0	0	0.6
119	0.6	0	1	0.6
120	0.3	0	0	0.6
121	0.6	0	0	0.6
122	0.8	0	1	0.6
123	0.4	0	0	0.6
124	1.2	0	1	0.6
125	1	0	1	0.6
126	0.5	0	1	0.6
127	0.3	0	0	0.6
128	0.6	0	1	0.6
129	1.2	0	1	0.6
130	1	0	1	0.6
131	0.5	0	0	0.6
132	0.4	0	0	0.6
133	0.8	0	1	0.6
134	0.4	0	0	0.6
135	0.8	0	1	0.6
136	1.2	0	1	0.6
137	0.5	0	0	0.6
138	0.6	0	0	0.6
139	0.3	0	0	0.6
140	1	0	1	0.6
