trial	soa	soundFirst	response	sta
897	57	2	1	1	1.2
898	58	1	1	0	1.2
899	59	2.4	1	1	1.2
900	60	0.6	1	0	1.2
901	61	1.6	1	1	1.2
902	62	1.2	1	1	1.2
903	63	0.8	1	0	1.2
904	64	0.8	1	0	1.2
905	65	1	1	1	1.2
906	66	2.4	1	1	1.2
907	67	0.6	1	0	1.2
908	68	1.2	1	1	1.2
909	69	1.6	1	1	1.2
910	70	2	1	1	1.2
911	71	0.8	1	0	1.2
912	72	0.6	1	0	1.2
913	73	1	1	0	1.2
914	74	2.4	1	1	1.2
915	75	2	1	1	1.2
916	76	1.2	1	1	1.2
917	77	1.6	1	1	1.2
918	78	0.8	1	0	1.2
919	79	0.6	1	0	1.2
920	80	2	1	1	1.2
921	81	1	1	0	1.2
922	82	1.2	1	1	1.2
923	83	1.6	1	1	1.2
924	84	2.4	1	1	1.2
925	85	2.4	1	1	1.2
926	86	1	1	0	1.2
927	87	0.6	1	0	1.2
928	88	1.2	1	1	1.2
929	89	2	1	1	1.2
930	90	0.8	1	0	1.2
931	91	1.6	1	1	1.2
932	92	2	1	1	1.2
933	93	0.8	1	0	1.2
934	94	1	1	0	1.2
935	95	1.6	1	1	1.2
936	96	0.6	1	0	1.2
937	97	1.2	1	1	1.2
938	98	2.4	1	1	1.2
939	99	1.2	1	1	1.2
940	100	2.4	1	1	1.2
941	101	2	1	1	1.2
942	102	1.6	1	1	1.2
943	103	0.6	1	0	1.2
944	104	0.8	1	0	1.2
945	105	1	1	0	1.2
946	106	0.8	1	0	1.2
947	107	1.2	1	1	1.2
948	108	1.6	1	1	1.2
949	109	2.4	1	1	1.2
950	110	0.6	1	0	1.2
951	111	1	1	1	1.2
952	112	2	1	1	1.2
953	113	1.2	1	0	1.2
954	114	2.4	1	1	1.2
955	115	2	1	1	1.2
956	116	1.6	1	1	1.2
957	117	0.6	1	0	1.2
958	118	1	1	0	1.2
959	119	0.8	1	0	1.2
960	120	2	1	1	1.2
961	121	1.2	1	0	1.2
962	122	1.6	1	1	1.2
963	123	0.8	1	0	1.2
964	124	0.6	1	0	1.2
965	125	2.4	1	1	1.2
966	126	1	1	1	1.2
967	127	1.6	1	1	1.2
968	128	1.2	1	1	1.2
969	129	2	1	1	1.2
970	130	1	1	1	1.2
971	131	2.4	1	1	1.2
972	132	0.8	1	0	1.2
973	133	0.6	1	0	1.2
974	134	0.6	1	0	1.2
975	135	0.8	1	0	1.2
976	136	2	1	1	1.2
977	137	1.2	1	1	1.2
978	138	2.4	1	1	1.2
979	139	1	1	0	1.2
980	140	1.6	1	1	1.2
981	1	1.6	0	0	1.2
982	2	2.4	0	1	1.2
983	3	1	0	0	1.2
984	4	1.2	0	0	1.2
985	5	2	0	0	1.2
986	6	0.8	0	0	1.2
987	7	0.6	0	0	1.2
988	8	0.8	0	0	1.2
989	9	1.2	0	0	1.2
990	10	2.4	0	1	1.2
991	11	1.6	0	0	1.2
992	12	0.6	0	0	1.2
993	13	1	0	0	1.2
994	14	2	0	1	1.2
995	15	2	0	1	1.2
996	16	0.6	0	0	1.2
997	17	0.8	0	0	1.2
998	18	2.4	0	1	1.2
999	19	1	0	0	1.2
1000	20	1.6	0	1	1.2
1001	21	1.2	0	0	1.2
1002	22	1	0	0	1.2
1003	23	2.4	0	1	1.2
1004	24	2	0	1	1.2
1005	25	1.6	0	1	1.2
1006	26	1.2	0	0	1.2
1007	27	0.6	0	0	1.2
1008	28	0.8	0	0	1.2
1009	29	2	0	1	1.2
1010	30	1.6	0	1	1.2
1011	31	0.8	0	0	1.2
1012	32	2.4	0	1	1.2
1013	33	1.2	0	0	1.2
1014	34	1	0	0	1.2
1015	35	0.6	0	0	1.2
1016	36	2.4	0	1	1.2
1017	37	2	0	1	1.2
1018	38	1	0	0	1.2
1019	39	1.6	0	1	1.2
1020	40	0.8	0	0	1.2
1021	41	0.6	0	0	1.2
1022	42	1.2	0	0	1.2
1023	43	0.6	0	0	1.2
1024	44	2	0	1	1.2
1025	45	2.4	0	1	1.2
1026	46	0.8	0	0	1.2
1027	47	1.2	0	1	1.2
1028	48	1	0	0	1.2
1029	49	1.6	0	1	1.2
1030	50	1.6	0	1	1.2
1031	51	1	0	0	1.2
1032	52	1.2	0	1	1.2
1033	53	2	0	1	1.2
1034	54	2.4	0	1	1.2
1035	55	0.8	0	0	1.2
1036	56	0.6	0	0	1.2
1037	57	1.6	0	1	1.2
1038	58	0.6	0	0	1.2
1039	59	1.2	0	1	1.2
1040	60	2.4	0	1	1.2
1041	61	0.8	0	0	1.2
1042	62	2	0	1	1.2
1043	63	1	0	0	1.2
1044	64	2	0	1	1.2
1045	65	1.6	0	1	1.2
1046	66	1.2	0	0	1.2
1047	67	0.8	0	0	1.2
1048	68	0.6	0	0	1.2
1049	69	1	0	0	1.2
1050	70	2.4	0	1	1.2
1051	71	2	0	1	1.2
1052	72	0.8	0	0	1.2
1053	73	1.2	0	0	1.2
1054	74	2.4	0	1	1.2
1055	75	0.6	0	0	1.2
1056	76	1	0	0	1.2
1057	77	1.6	0	1	1.2
1058	78	1	0	0	1.2
1059	79	2.4	0	1	1.2
1060	80	0.6	0	0	1.2
1061	81	0.8	0	1	1.2
1062	82	1.6	0	1	1.2
1063	83	2	0	1	1.2
1064	84	1.2	0	0	1.2
1065	85	1.2	0	0	1.2
1066	86	1	0	0	1.2
1067	87	0.8	0	0	1.2
1068	88	2	0	1	1.2
1069	89	2.4	0	1	1.2
1070	90	1.6	0	1	1.2
1071	91	0.6	0	0	1.2
1072	92	0.8	0	0	1.2
1073	93	1.2	0	0	1.2
1074	94	2.4	0	1	1.2
1075	95	1	0	1	1.2
1076	96	1.6	0	1	1.2
1077	97	0.6	0	0	1.2
1078	98	2	0	1	1.2
1079	99	1.2	0	1	1.2
1080	100	0.6	0	0	1.2
1081	101	0.8	0	0	1.2
1082	102	1	0	0	1.2
1083	103	2	0	1	1.2
1084	104	2.4	0	1	1.2
1085	105	1.6	0	1	1.2
1086	106	0.6	0	0	1.2
1087	107	0.8	0	0	1.2
1088	108	1.6	0	1	1.2
1089	109	2	0	1	1.2
1090	110	1	0	0	1.2
1091	111	2.4	0	1	1.2
1092	112	1.2	0	1	1.2
1093	113	0.6	0	0	1.2
1094	114	0.8	0	0	1.2
1095	115	1	0	0	1.2
1096	116	1.6	0	1	1.2
1097	117	2	0	1	1.2
1098	118	1.2	0	1	1.2
1099	119	2.4	0	1	1.2
1100	120	2	0	1	1.2
1101	121	1.6	0	1	1.2
1102	122	0.8	0	0	1.2
1103	123	2.4	0	1	1.2
1104	124	1	0	0	1.2
1105	125	0.6	0	0	1.2
1106	126	1.2	0	1	1.2
1107	127	1.6	0	1	1.2
1108	128	2.4	0	1	1.2
1109	129	2	0	1	1.2
1110	130	0.8	0	0	1.2
1111	131	1	0	1	1.2
1112	132	1.2	0	1	1.2
1113	133	0.6	0	0	1.2
1114	134	1.6	0	1	1.2
1115	135	1.2	0	0	1.2
1116	136	1	0	0	1.2
1117	137	2.4	0	1	1.2
1118	138	0.6	0	1	1.2
1119	139	2	0	1	1.2
1120	140	0.8	0	0	1.2
1121	1	1	1	0	1.2
1122	2	2.4	1	1	1.2
1123	3	2	1	1	1.2
1124	4	1.2	1	0	1.2
1125	5	1.6	1	1	1.2
1126	6	0.8	1	0	1.2
1127	7	0.6	1	0	1.2
1128	8	1	1	1	1.2
1129	9	0.6	1	0	1.2
1130	10	2.4	1	1	1.2
1131	11	1.2	1	1	1.2
1132	12	0.8	1	0	1.2
1133	13	1.6	1	1	1.2
1134	14	2	1	1	1.2
1135	15	0.8	1	0	1.2
1136	16	2	1	1	1.2
1137	17	1	1	0	1.2
1138	18	0.6	1	0	1.2
1139	19	1.6	1	1	1.2
1140	20	2.4	1	1	1.2
1141	21	1.2	1	1	1.2
1142	22	2	1	1	1.2
1143	23	0.8	1	0	1.2
1144	24	1.2	1	1	1.2
1145	25	1.6	1	1	1.2
1146	26	0.6	1	0	1.2
1147	27	2.4	1	1	1.2
1148	28	1	1	1	1.2
1149	29	0.8	1	0	1.2
1150	30	1.2	1	1	1.2
1151	31	1.6	1	1	1.2
1152	32	2	1	1	1.2
1153	33	0.6	1	0	1.2
1154	34	2.4	1	1	1.2
1155	35	1	1	0	1.2
1156	36	1.6	1	1	1.2
1157	37	2.4	1	1	1.2
1158	38	0.8	1	0	1.2
1159	39	2	1	1	1.2
1160	40	1	1	0	1.2
1161	41	0.6	1	0	1.2
1162	42	1.2	1	1	1.2
1163	43	2.4	1	1	1.2
1164	44	0.6	1	0	1.2
1165	45	1	1	1	1.2
1166	46	2	1	1	1.2
1167	47	1.2	1	1	1.2
1168	48	0.8	1	0	1.2
1169	49	1.6	1	1	1.2
1170	50	2.4	1	1	1.2
1171	51	1.6	1	1	1.2
1172	52	0.8	1	0	1.2
1173	53	1.2	1	1	1.2
1174	54	1	1	1	1.2
1175	55	2	1	1	1.2
1176	56	0.6	1	0	1.2
1177	57	2	1	1	1.2
1178	58	0.6	1	0	1.2
1179	59	1	1	1	1.2
1180	60	1.2	1	1	1.2
1181	61	2.4	1	1	1.2
1182	62	1.6	1	1	1.2
1183	63	0.8	1	0	1.2
1184	64	2	1	1	1.2
1185	65	1.2	1	1	1.2
1186	66	1.6	1	1	1.2
1187	67	0.8	1	0	1.2
1188	68	2.4	1	1	1.2
1189	69	1	1	1	1.2
1190	70	0.6	1	0	1.2
1191	71	2	1	1	1.2
1192	72	1	1	1	1.2
1193	73	2.4	1	1	1.2
1194	74	1.6	1	1	1.2
1195	75	1.2	1	1	1.2
1196	76	0.6	1	0	1.2
1197	77	0.8	1	0	1.2
1198	78	2	1	1	1.2
1199	79	1.6	1	1	1.2
1200	80	0.6	1	0	1.2
1201	81	1.2	1	1	1.2
1202	82	0.8	1	0	1.2
1203	83	2.4	1	1	1.2
1204	84	1	1	1	1.2
1205	85	1.6	1	1	1.2
1206	86	1.2	1	1	1.2
1207	87	2	1	1	1.2
1208	88	1	1	1	1.2
1209	89	2.4	1	1	1.2
1210	90	0.6	1	0	1.2
1211	91	0.8	1	0	1.2
1212	92	1	1	1	1.2
1213	93	2.4	1	1	1.2
1214	94	0.6	1	0	1.2
1215	95	0.8	1	0	1.2
1216	96	1.2	1	1	1.2
1217	97	2	1	1	1.2
1218	98	1.6	1	1	1.2
1219	99	1	1	1	1.2
1220	100	0.8	1	0	1.2
1221	101	1.2	1	1	1.2
1222	102	2	1	1	1.2
1223	103	0.6	1	0	1.2
1224	104	2.4	1	1	1.2
1225	105	1.6	1	1	1.2
1226	106	0.6	1	0	1.2
1227	107	0.8	1	0	1.2
1228	108	2	1	1	1.2
1229	109	1.6	1	1	1.2
1230	110	2.4	1	1	1.2
1231	111	1.2	1	1	1.2
1232	112	1	1	1	1.2
1233	113	1.6	1	1	1.2
1234	114	0.6	1	0	1.2
1235	115	1	1	1	1.2
1236	116	2.4	1	1	1.2
1237	117	0.8	1	0	1.2
1238	118	2	1	1	1.2
1239	119	1.2	1	1	1.2
1240	120	2.4	1	1	1.2
1241	121	0.8	1	1	1.2
1242	122	2	1	1	1.2
1243	123	1.2	1	1	1.2
1244	124	0.6	1	0	1.2
1245	125	1	1	1	1.2
1246	126	1.6	1	1	1.2
1247	127	1	1	1	1.2
1248	128	2	1	1	1.2
1249	129	2.4	1	1	1.2
1250	130	1.6	1	1	1.2
1251	131	0.6	1	0	1.2
1252	132	1.2	1	1	1.2
1253	133	0.8	1	0	1.2
1254	134	2	1	1	1.2
1255	135	1.6	1	1	1.2
1256	136	0.6	1	0	1.2
1257	137	1	1	1	1.2
1258	138	0.8	1	1	1.2
1259	139	2.4	1	1	1.2
1260	140	1.2	1	1	1.2
1261	1	0.8	0	0	1.2
1262	2	2.4	0	1	1.2
1263	3	2	0	1	1.2
1264	4	1.6	0	1	1.2
1265	5	0.6	0	0	1.2
1266	6	1.2	0	0	1.2
1267	7	1	0	0	1.2
1268	8	0.8	0	0	1.2
1269	9	2	0	1	1.2
1270	10	0.6	0	0	1.2
1271	11	1.6	0	1	1.2
1272	12	2.4	0	1	1.2
1273	13	1	0	0	1.2
1274	14	1.2	0	0	1.2
1275	15	1	0	0	1.2
1276	16	1.6	0	1	1.2
1277	17	2.4	0	1	1.2
1278	18	0.8	0	0	1.2
1279	19	0.6	0	0	1.2
1280	20	1.2	0	1	1.2
1281	21	2	0	1	1.2
1282	22	0.8	0	0	1.2
1283	23	2	0	1	1.2
1284	24	0.6	0	0	1.2
1285	25	2.4	0	1	1.2
1286	26	1	0	0	1.2
1287	27	1.2	0	0	1.2
1288	28	1.6	0	1	1.2
1289	29	1.2	0	0	1.2
1290	30	0.8	0	0	1.2
1291	31	0.6	0	0	1.2
1292	32	1.6	0	1	1.2
1293	33	2.4	0	1	1.2
1294	34	1	0	0	1.2
1295	35	2	0	1	1.2
1296	36	1.6	0	1	1.2
1297	37	1	0	0	1.2
1298	38	2	0	1	1.2
1299	39	1.2	0	1	1.2
1300	40	2.4	0	1	1.2
1301	41	0.6	0	0	1.2
1302	42	0.8	0	0	1.2
1303	43	0.6	0	0	1.2
1304	44	0.8	0	0	1.2
1305	45	1	0	1	1.2
1306	46	2	0	1	1.2
1307	47	1.2	0	1	1.2
1308	48	1.6	0	1	1.2
1309	49	2.4	0	1	1.2
1310	50	1	0	0	1.2
1311	51	0.8	0	0	1.2
1312	52	2	0	1	1.2
1313	53	2.4	0	1	1.2
1314	54	0.6	0	0	1.2
1315	55	1.6	0	1	1.2
1316	56	1.2	0	1	1.2
1317	57	2	0	1	1.2
1318	58	1.6	0	1	1.2
1319	59	1.2	0	1	1.2
1320	60	1	0	0	1.2
1321	61	0.6	0	0	1.2
1322	62	0.8	0	0	1.2
1323	63	2.4	0	1	1.2
1324	64	1.2	0	1	1.2
1325	65	1.6	0	1	1.2
1326	66	2.4	0	1	1.2
1327	67	2	0	1	1.2
1328	68	0.6	0	0	1.2
1329	69	0.8	0	0	1.2
1330	70	1	0	0	1.2
1331	71	0.8	0	0	1.2
1332	72	2.4	0	1	1.2
1333	73	1.2	0	1	1.2
1334	74	1	0	0	1.2
1335	75	0.6	0	0	1.2
1336	76	1.6	0	1	1.2
1337	77	2	0	1	1.2
1338	78	2.4	0	1	1.2
1339	79	1	0	0	1.2
1340	80	0.8	0	0	1.2
1341	81	1.2	0	0	1.2
1342	82	0.6	0	0	1.2
1343	83	2	0	1	1.2
1344	84	1.6	0	1	1.2
1345	85	1	0	0	1.2
1346	86	0.8	0	0	1.2
1347	87	1.6	0	1	1.2
1348	88	1.2	0	1	1.2
1349	89	0.6	0	0	1.2
1350	90	2.4	0	1	1.2
1351	91	2	0	1	1.2
1352	92	2.4	0	1	1.2
1353	93	1.2	0	0	1.2
1354	94	0.8	0	0	1.2
1355	95	1.6	0	1	1.2
1356	96	0.6	0	0	1.2
1357	97	2	0	1	1.2
1358	98	1	0	0	1.2
1359	99	1.6	0	1	1.2
1360	100	0.6	0	0	1.2
1361	101	0.8	0	0	1.2
1362	102	2.4	0	1	1.2
1363	103	1.2	0	1	1.2
1364	104	1	0	1	1.2
1365	105	2	0	1	1.2
1366	106	0.8	0	0	1.2
1367	107	1.6	0	1	1.2
1368	108	0.6	0	0	1.2
1369	109	1	0	0	1.2
1370	110	1.2	0	1	1.2
1371	111	2	0	1	1.2
1372	112	2.4	0	1	1.2
1373	113	1	0	0	1.2
1374	114	0.6	0	0	1.2
1375	115	1.2	0	1	1.2
1376	116	0.8	0	0	1.2
1377	117	2	0	1	1.2
1378	118	2.4	0	1	1.2
1379	119	1.6	0	1	1.2
1380	120	0.6	0	0	1.2
1381	121	0.8	0	0	1.2
1382	122	1	0	1	1.2
1383	123	1.2	0	1	1.2
1384	124	1.6	0	1	1.2
1385	125	2	0	1	1.2
1386	126	2.4	0	1	1.2
1387	127	2	0	1	1.2
1388	128	0.8	0	0	1.2
1389	129	1	0	0	1.2
1390	130	1.6	0	1	1.2
1391	131	2.4	0	1	1.2
1392	132	1.2	0	1	1.2
1393	133	0.6	0	0	1.2
1394	134	1.2	0	0	1.2
1395	135	0.6	0	0	1.2
1396	136	2	0	1	1.2
1397	137	1.6	0	1	1.2
1398	138	2.4	0	1	1.2
1399	139	0.8	0	0	1.2
1400	140	1	0	0	1.2
